Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
62929412,Playing the Witch Card,K.J. Dell'Antonia,"Dell'Antonia, K.J.",,"=""059371380X""","=""9780593713808""",3,3.24,Putnam,Kindle Edition,352,2023,2023,2024/02/15,2024/01/27,,,read,,,,1,0
72659,Never Cry Wolf: The Amazing True Story of Life Among Arctic Wolves,Farley Mowat,"Mowat, Farley",,"=""0316881791""","=""9780316881791""",4,4.21,Back Bay Books,Paperback,246,2001,1963,2024/02/12,2019/06/26,,,read,,,,1,0
51802456,"The Bird Way: A New Look at How Birds Talk, Work, Play, Parent, and Think",Jennifer Ackerman,"Ackerman, Jennifer",,"=""0735223017""","=""9780735223011""",5,4.23,Penguin Press,Hardcover,368,2020,2020,2024/02/11,2024/02/11,,,read,,,,1,0
17934530,"Annihilation (Southern Reach, #1)",Jeff Vandermeer,"Vandermeer, Jeff",,"=""0374104093""","=""9780374104092""",5,3.80,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2024/02/11,2018/06/01,,,read,,,,1,0
63024269,What an Owl Knows: The New Science of the World's Most Enigmatic Birds,Jennifer Ackerman,"Ackerman, Jennifer",,"=""0593298888""","=""9780593298886""",5,4.14,Penguin Press,Hardcover,333,2023,2023,2024/02/07,2024/02/07,,,read,,,,1,0
42482183,Birds by the Shore: Observing the Natural Life of the Atlantic Coast,Jennifer Ackerman,"Ackerman, Jennifer",,"=""0143134183""","=""9780143134183""",0,3.82,Penguin Books,Paperback,177,2019,2019,,2024/02/07,to-read,to-read (#255),to-read,,,,0,0
62873378,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Michael Finkel,"Finkel, Michael",,"=""0525657320""","=""9780525657323""",0,3.92,Knopf,Hardcover,226,2023,2023,,2024/02/06,to-read,to-read (#254),to-read,,,,0,0
58132544,"A River Enchanted (Elements of Cadence, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""0063055988""","=""9780063055988""",5,4.06,Harper Voyager,Hardcover,467,2022,2022,2024/02/06,2023/01/17,,,read,,,,1,0
24611668,Saturn Run,John Sandford,"Sandford, John",Ctein,"=""0399176950""","=""9780399176951""",0,3.91,G.P. Putnam's Sons,Hardcover,486,2015,2015,,2024/02/01,to-read,to-read (#253),to-read,,,,0,0
25810717,"Beaks, Bones and Bird Songs: How the Struggle for Survival Has Shaped Birds and Their Behavior",Roger J. Lederer,"Lederer, Roger J.",,"=""1604696486""","=""9781604696486""",5,3.94,Timber Press,Hardcover,282,2016,2016,2024/01/31,2024/01/31,,,read,,,,1,0
62929696,The Daughters of Block Island,Christa Carmen,"Carmen, Christa",,"=""166251297X""","=""9781662512971""",0,3.79,Thomas & Mercer,Kindle Edition,323,2023,2023,,2024/01/25,to-read,to-read (#252),to-read,,,,0,0
127280062,"Ruthless Vows (Letters of Enchantment, #2)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857457""","=""9781250857453""",5,3.99,Wednesday Books,Hardcover,420,2023,2023,2024/01/22,2024/01/22,,,read,,,,1,0
60784546,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857430""","=""9781250857439""",5,4.15,Wednesday Books,Hardcover,368,2023,2023,2024/01/22,2024/01/22,,,read,,,,1,0
49826643,"Daughter of No Worlds (The War of Lost Hearts, #1)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.02,,Kindle Edition,520,2020,2020,,2024/01/20,to-read,to-read (#251),to-read,,,,0,0
62335396,"The Ashes & the Star-Cursed King (Crowns of Nyaxia, #2)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.07,,Kindle Edition,626,2023,2023,,2024/01/20,to-read,to-read (#250),to-read,,,,0,0
60714999,"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",5,4.27,Independently Published,Kindle Edition,504,2022,2022,2023/12/27,2023/09/27,,,read,,,,2,0
78638263,Streams of Consequence: Dispatches from the Conservation World,Lorne Fitch,"Fitch, Lorne",,"=""177160669X""","=""9781771606691""",5,4.41,Rocky Mountain Books,Paperback,232,2023,,2024/01/19,2024/01/14,,,read,,,,1,0
55360284,Taste: My Life Through Food,Stanley Tucci,"Tucci, Stanley",,"=""1982168013""","=""9781982168018""",5,4.19,Gallery Books,Hardcover,291,2021,2021,2024/01/15,2024/01/14,,,read,"I listened to the audiobook because I think Stanley Tucci has a really nice voice, so listening to his voice explain delicious foods and making casserole dishes seem sexy was really fun. Thank Tucci! ",,,1,0
122778720,The Feminist Bird Club's Birding for a Better World: A Guide to Finding Joy and Community in Nature,Sydney Anderson,"Anderson, Sydney",Molly Adams,"=""179722333X""","=""9781797223339""",0,4.09,Princeton Architectural Press,Paperback,160,2023,,,2024/01/14,to-read,to-read (#249),to-read,,,,0,0
112975658,The Frozen River,Ariel Lawhon,"Lawhon, Ariel",,"=""0385546874""","=""9780385546874""",0,4.38,Doubleday,Hardcover,448,2023,2023,,2024/01/10,to-read,to-read (#248),to-read,,,,0,0
60784757,Birnam Wood,Eleanor Catton,"Catton, Eleanor",,"=""0374110336""","=""9780374110338""",5,3.80,"Farrar, Straus and Giroux",Hardcover,424,2023,2023,2023/12/27,2023/12/27,,,read,,,,2,0
111173373,Study for Obedience,Sarah Bernstein,"Bernstein, Sarah",,"=""1803510005""","=""9781803510002""",0,3.01,Granta Books,Kindle Edition,208,2023,2023,,2023/12/27,to-read,to-read (#247),to-read,,,,0,0
57973844,The Saints of Swallow Hill,Donna Everhart,"Everhart, Donna",,"=""1496733320""","=""9781496733320""",0,4.10,Kensington Books,Paperback,372,2022,2022,,2023/12/27,to-read,to-read (#246),to-read,,,,0,0
123219460,"The Cursed (Coven of Bones, #2)",Harper L. Woods,"Woods, Harper L.",,"=""""","=""""",3,3.62,,Kindle Edition,324,2023,2023,2023/12/27,2023/12/27,,,read,,,,1,0
58796684,Whitemud Walking,Matthew James Weigel,"Weigel, Matthew James",,"=""155245441X""","=""9781552454411""",5,4.37,Coach House Books,Paperback,144,2022,2022,2023/12/27,2023/12/27,,,read,,,,1,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,"=""0593334833""","=""9780593334836""",4,4.10,Berkley,Paperback,377,2022,2022,2023/12/27,2023/12/27,,,read,,,,1,0
120771392,A Grandmother Begins the Story,Michelle Porter,"Porter, Michelle",,"=""073524538X""","=""9780735245389""",5,3.84,Viking,Kindle Edition,331,2023,2023,2023/12/27,2023/07/31,,,read,,,,1,0
58340706,"One Dark Window (The Shepherd King, #1)",Rachel Gillig,"Gillig, Rachel",,"=""0316312487""","=""9780316312486""",3,4.27,Orbit,Paperback,432,2022,2022,2023/12/27,2023/09/05,,,read,,,,1,0
71872930,North Woods,Daniel       Mason,"Mason, Daniel",,"=""0593597036""","=""9780593597033""",5,4.11,Random House,Hardcover,372,2023,2023,2023/12/27,2023/12/12,,,read,,,,1,0
77265006,"The Wren, the Wren",Anne Enright,"Enright, Anne",,"=""1324005696""","=""9781324005698""",5,3.52,W. W. Norton & Company,Kindle Edition,278,2023,2023,2023/12/27,2023/12/12,,,read,,,,1,0
65214365,"Fall of Ruin and Wrath (Awakening, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1250750199""","=""9781250750198""",3,3.99,Bramble,Hardcover,416,2023,2023,2023/12/27,2023/08/30,,,read,,,,1,0
125930473,The Vulnerables,Sigrid Nunez,"Nunez, Sigrid",,"=""0593715519""","=""9780593715512""",0,3.56,Riverhead Books,Hardcover,256,2023,2023,,2023/12/12,to-read,to-read (#245),to-read,,,,0,0
87556695,Let Us Descend,Jesmyn Ward,"Ward, Jesmyn",,"=""198210449X""","=""9781982104498""",0,3.69,Scribner,Hardcover,305,2023,2023,,2023/12/12,to-read,to-read (#244),to-read,,,,0,0
44776662,Florida,Lauren Groff,"Groff, Lauren",,"=""1594634521""","=""9781594634529""",0,3.77,Riverhead Books,Paperback,275,2019,2018,,2023/12/12,to-read,to-read (#243),to-read,,,,0,0
57185348,Matrix,Lauren Groff,"Groff, Lauren",,"=""1594634491""","=""9781594634499""",0,3.68,Riverhead Books,Hardcover,260,2021,2021,,2023/12/12,to-read,to-read (#242),to-read,,,,0,0
60654349,Weyward,Emilia Hart,"Hart, Emilia",,"=""125028080X""","=""9781250280800""",0,4.06,St. Martin's Press,Hardcover,329,2023,2023,,2023/12/11,to-read,to-read (#241),to-read,,,,0,0
55673849,The Visitor,Sergio   Gomez,"Gomez, Sergio",,"=""""","=""""",0,3.34,,Kindle Edition,72,2020,2020,,2023/12/11,to-read,to-read (#240),to-read,,,,0,0
43909397,No Longer Human,Junji Ito,"Ito, Junji",Osamu Dazai,"=""1974707091""","=""9781974707096""",4,4.28,VIZ Media,Hardcover,616,2019,2019,2023/12/11,2023/08/21,,,read,,,,1,0
62952130,The Vaster Wilds,Lauren Groff,"Groff, Lauren",,"=""0593418395""","=""9780593418390""",5,3.75,Riverhead Books,Hardcover,256,2023,2023,2023/12/11,2023/11/30,,,read,,,,1,0
62977071,"Fear the Flames (Fear the Flames, #1)",Olivia Rose Darling,"Darling, Olivia Rose",,"=""""","=""""",0,3.76,,Kindle Edition,586,2022,2022,,2023/12/11,to-read,to-read (#239),to-read,,,,0,0
75396525,"The Coven (Coven of Bones, #1)",Harper L. Woods,"Woods, Harper L.",,"=""""","=""""",3,3.72,,Kindle Edition,298,2023,2023,2023/11/30,2023/11/20,,,read,,,,1,0
122779502,"A Court This Cruel & Lovely (Kingdom of Lies, #1)",Stacia Stark,"Stark, Stacia",,"=""""","=""""",0,4.09,,Kindle Edition,562,2023,2023,,2023/11/20,to-read,to-read (#238),to-read,,,,0,0
90202302,"Iron Flame (The Empyrean, #2)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374178""","=""9781649374172""",5,4.36,Entangled: Red Tower Books,Hardcover,640,2023,2023,2023/11/20,2023/08/30,,,read,,,,1,0
63847274,"A Soul of Ash and Blood (Blood and Ash, #5)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568461""","=""9781957568461""",0,3.89,Blue Box Press,Kindle Edition,642,2023,2023,,2023/11/07,to-read,to-read (#237),to-read,,,,0,0
61150440,"A Fire in the Flesh (Flesh and Fire, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568496""","=""""",5,4.12,Blue Box Press,Kindle Edition,632,2023,2023,2023/11/07,2023/09/19,,,read,,,,1,0
59679549,Woman Without Shame: Poems,Sandra Cisneros,"Cisneros, Sandra",,"=""0593534824""","=""9780593534823""",0,4.10,Knopf,Hardcover,161,2022,2022,,2023/10/15,to-read,to-read (#236),to-read,,,,0,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",0,4.17,Tor Books,Hardcover,448,2020,2020,,2023/10/13,to-read,to-read (#235),to-read,,,,0,0
56986846,Chouette,Claire Oshetsky,"Oshetsky, Claire",,"=""006306667X""","=""9780063066670""",0,3.87,Ecco,Hardcover,256,2021,2021,,2023/10/13,to-read,to-read (#234),to-read,,,,0,0
60839741,Bad Cree,Jessica Johns,"Johns, Jessica",,"=""0385548699""","=""9780385548694""",4,3.90,Doubleday,Hardcover,259,2023,2023,2023/10/11,2023/09/27,,,read,,,,1,0
58312013,Other Terrors: An Inclusive Anthology,Vince A. Liaguno,"Liaguno, Vince A.","Rena Mason, Tananarive Due, Jennifer McMahon, S.A. Cosby, Stephen Graham Jones, Alma Katsu, Michael Thomas Ford, Ann Dávila Cardinal","=""0358658896""","=""9780358658894""",0,3.55,William Morrow Paperbacks,Paperback,368,2022,2022,,2023/10/10,to-read,to-read (#233),to-read,,,,0,0
75293507,Never Whistle at Night: An Indigenous Dark Fiction Anthology,Shane Hawk,"Hawk, Shane","Theodore C. Van Alst Jr., Stephen Graham Jones, Norris Black, Amber Blaeser-Wardzala, Phoenix Boudreau, Cherie Dimaline, Carson Faust, Kelli Jo Ford, Kate  Hart, David Heska Wanbli Weiden, Brandon Hobson, Darcie Little Badger, Conley Lyons, Nick Medina, Tiffany Morris, Tommy Orange, Mona Susan  Power, Marcie R. Rendon, Waubgeshig Rice, Rebecca Roanhorse, Andrea L. Rogers, Morgan Talty, D.H. Trujillo, Richard Van Camp, Royce Young Wolf, Mathilda Zeller","=""0593468465""","=""9780593468463""",0,3.86,Vintage,Paperback,400,2023,2023,,2023/10/10,to-read,to-read (#232),to-read,,,,0,0
62919433,The Last One,Will Dean,"Dean, Will",,"=""1668021153""","=""9781668021156""",0,3.55,Atria/Emily Bestler Books,Paperback,448,2023,2023,,2023/10/10,to-read,to-read (#231),to-read,,,,0,0
58830202,From Below,Darcy Coates,"Coates, Darcy",,"=""1728220238""","=""9781728220239""",0,3.96,Poisoned Pen Press,Paperback,469,2022,2022,,2023/10/10,to-read,to-read (#230),to-read,,,,0,0
63077620,Dead Eleven,Jimmy Juliano,"Juliano, Jimmy",,"=""059347192X""","=""9780593471920""",0,3.68,Dutton,Hardcover,439,2023,2023,,2023/10/10,to-read,to-read (#229),to-read,,,,0,0
61063763,A Certain Hunger,Chelsea G. Summers,"Summers, Chelsea G.",,"=""""","=""""",0,3.71,The Unnamed Press,Hardcover,254,2020,2019,,2023/10/10,to-read,to-read (#228),to-read,,,,0,0
58536037,"Woman, Eating",Claire Kohda,"Kohda, Claire",,"=""0063140888""","=""9780063140882""",0,3.43,HarperVia,Hardcover,240,2022,2022,,2023/10/10,to-read,to-read (#227),to-read,,,,0,0
36019970,"Ecology and Conservation of Forest Birds (Ecology, Biodiversity and Conservation)",Grzegorz Mikusiński,"Mikusiński, Grzegorz","Jean-Michel Roberge, Robert J. Fuller","=""1107420725""","=""9781107420724""",5,5.00,Cambridge University Press,Paperback,566,2018,,2023/10/08,2023/10/08,,,read,,,,1,0
62891197,"A Strange Hymn (The Bargainer, #2)",Laura Thalassa,"Thalassa, Laura",,"=""1728272939""","=""9781728272931""",3,3.96,Bloom Books,Kindle Edition,390,2022,2017,2023/10/04,2023/09/28,,,read,,,,1,0
62919174,Their Vicious Games,Joelle Wellington,"Wellington, Joelle",,"=""1665922427""","=""9781665922425""",0,3.93,Simon & Schuster Books for Young Readers,Hardcover,416,2023,2023,,2023/10/02,to-read,to-read (#226),to-read,,,,0,0
62316279,"Rhapsodic (The Bargainer, #1)",Laura Thalassa,"Thalassa, Laura",,"=""1728272912""","=""9781728272917""",4,3.90,Bloom Books,Kindle Edition,423,2022,2016,2023/10/02,2023/09/28,,,read,,,,1,0
62843810,"Dark Harmony (The Bargainer, #4)",Laura Thalassa,"Thalassa, Laura",,"=""""","=""9781728272955""",0,4.08,Bloom Books,Kindle Edition,488,2022,2018,,2023/09/28,to-read,to-read (#225),to-read,,,,0,0
25446343,"Muse of Nightmares (Strange the Dreamer, #2)",Laini Taylor,"Taylor, Laini",,"=""0316341711""","=""9780316341714""",0,4.41,"Little, Brown Books for Young Readers",Hardcover,514,2018,2018,,2023/09/28,to-read,to-read (#224),to-read,,,,0,0
28449207,"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,"Taylor, Laini",,"=""0316341681""","=""9780316341684""",0,4.28,"Little, Brown Books for Young Readers",Hardcover,544,2017,2017,,2023/09/28,to-read,to-read (#223),to-read,,,,0,0
56179377,Nettle & Bone,T. Kingfisher,"Kingfisher, T.",,"=""1250244048""","=""9781250244048""",0,4.08,Tor Books,Hardcover,243,2022,2022,,2023/09/27,to-read,to-read (#222),to-read,,,,0,0
58340993,The Phantom Plague: How Tuberculosis Shaped History,Vidya Krishnan,"Krishnan, Vidya",,"=""1541768469""","=""9781541768468""",5,3.94,PublicAffairs,Hardcover,320,2022,2022,2023/09/27,2023/09/27,,,read,,,,1,0
196787830,"Born of Blood and Ash (Flesh and Fire, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568763""","=""9781957568768""",0,4.08,Blue Box Press,Kindle Edition,770,2024,2024,,2023/09/27,to-read,to-read (#221),to-read,,,,0,0
172133046,"A Light in the Flame (Flesh and Fire, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""195756816X""","=""9781957568164""",4,4.49,Blue Box Press,Paperback,615,2022,2022,2023/09/23,2023/09/19,,,read,,,,1,0
57282383,"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",5,4.46,Blue Box Press,Hardcover,647,2021,2021,2023/09/19,2023/09/09,,,read,,,,1,0
54578544,Weird Woods: Tales From the Haunted Forests of Britain (British Library Tales of the Weird),John   Miller,"Miller, John","Edith Nesbit, Gertrude Atherton, E.F. Benson, William Henry Hudson, Elliott O'Donnell, Algernon Blackwood, Mary Webb, Walter de la Mare, Marjorie Bowen, M.R. James","=""0712353429""","=""9780712353427""",0,3.58,British Library Publishing,Paperback,238,2021,2020,,2023/09/05,to-read,to-read (#220),to-read,,,,0,0
51792088,The Uninhabitable Earth: Life After Warming,David Wallace-Wells,"Wallace-Wells, David",,"=""0525576711""","=""9780525576716""",4,3.99,Tim Duggan Books,Paperback,361,2020,2019,2023/09/01,2020/05/27,,,read,,,,1,0
61319748,Flight Paths: How a Passionate and Quirky Group of Pioneering Scientists Solved the Mystery of Bird Migration,Rebecca Heisman,"Heisman, Rebecca",,"=""0063161141""","=""9780063161146""",0,4.08,Harper,Hardcover,288,2023,2023,,2023/08/28,to-read,to-read (#219),to-read,,,,0,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",5,4.57,Entangled: Red Tower Books,Hardcover,517,2023,2023,2023/08/28,2023/08/26,,,read,,,,1,0
85175024,"The Prince of Prohibition (Fae of the Roaring Age, #1)",Marilyn  Marks,"Marks, Marilyn",,"=""""","=""""",0,4.06,Amazon Digital Services,Kindle Edition,554,2023,2023,,2023/08/26,to-read,to-read (#218),to-read,,,,0,0
62703226,The Only One Left,Riley Sager,"Sager, Riley",,"=""0593183223""","=""9780593183229""",4,4.13,Dutton,Hardcover,383,2023,2023,2023/08/23,2023/08/20,,,read,,,,1,0
61718053,Happy Place,Emily Henry,"Henry, Emily",,"=""0593441273""","=""9780593441275""",2,3.95,Berkley,Hardcover,400,2023,2023,2023/08/21,2023/08/19,,,read,,,,1,0
53329296,Manhunt,Gretchen Felker-Martin,"Felker-Martin, Gretchen",,"=""1250794641""","=""9781250794642""",2,3.50,Nightfire,Paperback,296,2022,2022,2023/08/19,2023/01/02,,,read,,,,1,0
2314483,A Stillness in the Pines: The Ecology of the Red-Cockaded Woodpecker (The Commonwealth Fund Book Program),Robert W. McFarlane,"McFarlane, Robert W.",,"=""0393030660""","=""9780393030662""",0,3.85,W W Norton & Co Inc,Hardcover,270,1992,1992,,2023/08/08,to-read,to-read (#217),to-read,,,,0,0
29248613,The Good People,Hannah Kent,"Kent, Hannah",,"=""1743534906""","=""9781743534908""",5,3.82,Pan Macmillan,Paperback,386,2016,2016,2023/08/03,2023/07/13,,,read,,,,1,0
59414094,How to Sell a Haunted House,Grady Hendrix,"Hendrix, Grady",,"=""0593201264""","=""9780593201268""",4,3.64,Berkley,Hardcover,419,2023,2023,2023/07/27,2023/01/02,,,read,,,,1,0
76715522,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731067""","=""9781639731060""",0,4.71,Bloomsbury Publishing,Hardcover,984,2023,2018,,2023/06/24,currently-reading,currently-reading (#11),currently-reading,,,,1,0
76714487,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731040""","=""9781639731046""",0,4.28,Bloomsbury Publishing,Hardcover,688,2023,2017,,2023/06/24,currently-reading,currently-reading (#10),currently-reading,,,,1,0
76713323,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731024""","=""9781639731022""",5,4.63,Bloomsbury Publishing,Hardcover,733,2023,2016,2023/07/21,2023/06/24,,,read,,,,1,0
76707900,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731008""","=""9781639731008""",5,4.62,Bloomsbury Publishing,Hardcover,648,2023,2015,2023/07/15,2023/06/24,,,read,,,,1,0
76706470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.45,Bloomsbury USA Childrens,Hardcover,576,2023,2014,2023/07/12,2023/06/24,,,read,,,,1,0
50403451,No Time Like the Future: An Optimist Considers Mortality,Michael J. Fox,"Fox, Michael J.",,"=""1250265614""","=""9781250265616""",5,4.12,Flatiron Books,Hardcover,256,2020,2020,2023/07/12,2023/07/12,,,read,,,,1,0
1519393,In Praise of Wolves,R.D. Lawrence,"Lawrence, R.D.",,"=""0345418026""","=""9780345418029""",4,4.31,Ballantine Books,Paperback,246,1997,1986,2023/07/04,2023/07/04,,,read,,,,1,0
40046077,Women Talking,Miriam Toews,"Toews, Miriam",,"=""1635572584""","=""9781635572582""",0,3.62,Bloomsbury Publishing,Hardcover,216,2019,2018,,2023/06/30,to-read,to-read (#216),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",0,4.40,Atria Books,Hardcover,389,2017,2017,,2023/06/30,to-read,to-read (#215),to-read,,,,0,0
13531832,Vampires in the Lemon Grove: Stories,Karen Russell,"Russell, Karen",,"=""0307957233""","=""9780307957238""",5,3.68,Knopf,Hardcover,243,2013,2013,2023/06/30,2023/05/06,,,read,,,,1,0
76705490,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639730966""","=""9781639730964""",5,4.36,Bloomsbury Publishing,Hardcover,420,2023,2013,2023/06/24,2023/06/24,,,read,,,,1,0
55333961,Ghost Forest,Pik-Shuen Fung,"Fung, Pik-Shuen",,"=""0593230965""","=""9780593230961""",5,4.14,One World,Hardcover,272,2021,2021,2023/05/27,2023/04/24,,,read,,,,1,0
76703559,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""163973094X""","=""9781639730940""",4,4.18,Bloomsbury Publishing,Hardcover,406,2023,2012,2023/05/27,2023/05/27,,,read,,,,1,0
35817216,North on the Wing: Travels with the Songbird Migration of Spring,Bruce M. Beehler,"Beehler, Bruce M.",,"=""1588346137""","=""9781588346131""",0,3.89,Smithsonian Books,Hardcover,256,2018,2018,,2023/05/06,to-read,to-read (#214),to-read,,,,0,0
57843256,"Swamplands: Tundra Beavers, Quaking Bogs, and the Improbable World of Peat",Edward Struzik,"Struzik, Edward",,"=""1642830801""","=""9781642830804""",0,3.85,Island Press,Hardcover,312,2021,2021,,2023/05/06,to-read,to-read (#213),to-read,,,,0,0
58724626,"What Moves the Dead (Sworn Soldier, #1)",T. Kingfisher,"Kingfisher, T.",,"=""1250830753""","=""9781250830753""",5,3.85,Tor Nightfire,Hardcover,165,2022,2022,2022/10/04,2023/05/03,,,read,,,,2,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",5,4.12,Knopf,Hardcover,416,2022,2022,2023/04/27,2023/01/02,,,read,,,,1,0
32511982,Midwinter,Fiona Melrose,"Melrose, Fiona",,"=""147215178X""","=""9781472151780""",0,3.83,Corsair,Hardcover,272,2016,2016,,2023/04/25,to-read,to-read (#212),to-read,,,,0,0
43552762,Outpost: A Journey to the Wild Ends of the Earth,Dan   Richards,"Richards, Dan",,"=""1786891557""","=""9781786891556""",0,3.53,Canongate Books,Hardcover,336,2019,2019,,2023/04/25,to-read,to-read (#211),to-read,,,,0,0
42977510,Rabbits for Food,Binnie Kirshenbaum,"Kirshenbaum, Binnie",,"=""1641290536""","=""9781641290531""",0,3.58,Soho Press,Hardcover,384,2019,2019,,2023/04/25,to-read,to-read (#210),to-read,,,,0,0
57732697,Alone on the Trail,Emily Hepditch,"Hepditch, Emily",,"=""9781774570""","=""9781774570487""",3,3.93,Flanker Press,Paperback,280,2021,,2023/04/24,2023/04/17,,,read,,,,1,0
58468990,The Paris Apartment,Lucy Foley,"Foley, Lucy",,"=""0063003058""","=""9780063003057""",0,3.65,William Morrow,Hardcover,360,2022,2022,,2023/04/24,to-read,to-read (#209),to-read,,,,0,0
57693472,Just Like Home,Sarah Gailey,"Gailey, Sarah",,"=""1250174724""","=""9781250174727""",0,3.32,Tor Books,Hardcover,344,2022,2022,,2023/04/23,to-read,to-read (#208),to-read,,,,0,0
54829360,The Daughter of Doctor Moreau,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0593355334""","=""9780593355336""",0,3.57,Del Rey,Hardcover,306,2022,2022,,2023/04/21,currently-reading,currently-reading (#9),currently-reading,,,,1,0
60604190,"Georgie, All Along",Kate Clayborn,"Clayborn, Kate",,"=""1496737296""","=""9781496737298""",4,3.78,Kensington,Paperback,340,2023,2023,2023/04/20,2023/04/17,,,read,,,,1,0
52568258,"Wild Rescues: A Paramedic's Extreme Adventures in Yosemite, Yellowstone, and Grand Teton",Kevin Grange,"Grange, Kevin",,"=""1641602007""","=""9781641602006""",3,4.21,Chicago Review Press,Paperback,304,2021,2021,2023/04/17,2023/04/13,,,read,,,,1,0
25111005,A Thousand Naked Strangers: a Paramedic's Wild Ride to the Edge and Back,Kevin Hazzard,"Hazzard, Kevin",,"=""1501110837""","=""9781501110832""",5,3.95,Scribner,Hardcover,261,2016,2016,2023/04/13,2023/04/10,,,read,,,,1,0
59831617,Landlines,Raynor Winn,"Winn, Raynor",,"=""0241484561""","=""9780241484562""",5,4.27,Michael Joseph,Hardcover,288,2022,2022,2023/04/03,2023/04/02,,,read,,,,1,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",0,4.28,Doubleday,Hardcover,720,2015,2015,,2016/01/07,currently-reading,currently-reading (#8),currently-reading,,,,1,0
40121965,Brute: Poems,Emily Skaja,"Skaja, Emily",,"=""1555978355""","=""9781555978358""",5,3.99,Graywolf Press,Paperback,72,2019,2019,2023/04/02,2023/04/02,,,read,,,,1,0
48657691,Kukum,Michel Jean,"Jean, Michel",,"=""2764813449""","=""9782764813447""",5,4.51,Libre Expression,Paperback,224,2019,2019,2023/04/01,2023/04/01,,,read,,,,1,0
59069071,Ducks: Two Years in the Oil Sands,Kate Beaton,"Beaton, Kate",,"=""1770462899""","=""9781770462892""",5,4.39,Drawn and Quarterly,Hardcover,430,2022,2022,2023/03/26,2023/03/26,,,read,,,,1,0
857213,Le Malade imaginaire,Molière,"Molière, Molière",,"=""2038716668""","=""9782038716665""",0,3.62,Larousse,Mass Market Paperback,255,1998,1670,,2023/03/07,to-read,to-read (#207),to-read,,,,0,0
28417,La Bête humaine,Émile Zola,"Zola, Émile",Henri Mitterand,"=""""","=""""",0,4.04,Gallimard,Mass Market Paperback,462,2001,1890,2023/03/07,2022/01/23,,,read,,,,1,0
141828,L'écume des jours,Boris Vian,"Vian, Boris",,"=""""","=""""",0,3.92,Le Livre de Poche,Mass Market Paperback,351,1997,1947,,2023/03/07,to-read,to-read (#206),to-read,,,,0,0
40556334,La Vraie Vie,Adeline Dieudonné,"Dieudonné, Adeline",,"=""2378800231""","=""9782378800239""",0,4.05,L'Iconoclaste,Paperback,270,2018,2018,,2023/03/07,currently-reading,currently-reading (#7),currently-reading,,,,1,0
