Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
292706,Monkey Beach,Eden Robinson,"Robinson, Eden",,"=""0618219056""","=""9780618219056""",0,4.02,Mariner Books,Paperback,384,2002,2000,,2021/11/04,to-read,to-read (#153),to-read,,,,0,0
52838315,Greenlights,Matthew McConaughey,"McConaughey, Matthew",,"=""0593139135""","=""9780593139134""",5,4.20,Crown,Hardcover,289,2020,2020,2021/10/20,2021/10/20,,,read,,,,1,0
37941599,"Kindred: Neanderthal Life, Love, Death and Art",Rebecca Wragg Sykes,"Sykes, Rebecca Wragg",,"=""147293749X""","=""9781472937490""",0,4.03,Bloomsbury,Hardcover,400,2020,2020,,2021/10/17,to-read,to-read (#152),to-read,,,,0,0
46263943,Real Life,Brandon  Taylor,"Taylor, Brandon",,"=""0525538887""","=""9780525538882""",0,3.78,Riverhead Books,Hardcover,329,2020,2020,,2021/10/17,to-read,to-read (#151),to-read,,,,0,0
15803182,Imperial Dreams: Tracking the Imperial Woodpecker through the Wild Sierra Madre,Tim Gallagher,"Gallagher, Tim",,"=""1439191522""","=""9781439191521""",5,3.91,Atria Books,Hardcover,304,2013,2013,2021/10/12,2021/09/09,,,read,,,,1,0
56212878,Hollow,Brian Catling,"Catling, Brian",,"=""0593081153""","=""9780593081150""",3,3.74,Vintage,Paperback,272,2021,2021,2021/10/12,2021/09/02,,,read,,,,1,0
16902,"Walden or, Life in the Woods",Henry David Thoreau,"Thoreau, Henry David",Bill McKibben,"=""""","=""""",4,3.77,Princeton University Press,Paperback,352,2004,1854,2021/10/12,2021/04/28,,,read,,,,1,0
55294413,Untitled,Stephenie Meyer,"Meyer, Stephenie",,"=""""","=""""",0,3.62,,,,,,,2021/09/28,to-read,to-read (#150),to-read,,,,0,0
11774272,"The Killing Moon (Dreamblood, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""0356500764""","=""9780356500768""",0,3.96,Hachette Book Group,Paperback,428,2012,2012,,2021/09/12,to-read,to-read (#149),to-read,,,,0,0
6437061,"The Hundred Thousand Kingdoms (Inheritance, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316043915""","=""9780316043915""",0,3.89,Hachette Book Group Orbit,Paperback,427,2010,2010,,2021/09/09,to-read,to-read (#148),to-read,,,,0,0
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.33,Orbit,Paperback,416,2017,2017,2021/09/09,2021/08/17,,,read,,,,1,0
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.29,Orbit,Paperback,410,2016,2016,2021/09/02,2021/08/17,,,read,,,,1,0
52038346,Sisters of Sword and Song,Rebecca   Ross,"Ross, Rebecca",,"=""0062471414""","=""9780062471413""",4,4.06,HarperTeen,Hardcover,462,2020,2020,2021/09/01,2021/08/21,,,read,,,,1,0
51171377,"Axiom's End (Noumena, #1)",Lindsay  Ellis,"Ellis, Lindsay",,"=""1250256739""","=""9781250256737""",5,3.71,St. Martin's Press,Hardcover,384,2020,2020,2021/08/27,2021/08/21,,,read,,,,1,0
401514,Alive: The Story of the Andes Survivors,Piers Paul Read,"Read, Piers Paul",,"=""038000321X""","=""9780380003211""",0,4.14,Avon,Paperback,318,1975,1974,,2021/08/27,to-read,to-read (#147),to-read,,,,0,0
42835847,"Middlewest, Book One",Skottie Young,"Young, Skottie","Jorge Corona, Mike Huddleston","=""153431217X""","=""9781534312173""",5,3.93,Image Comics,Paperback,160,2019,2019,2021/08/21,2021/08/21,,,read,,,,1,0
52180399,The Only Good Indians,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1982136456""","=""9781982136451""",4,3.68,Gallery / Saga Press,Hardcover,305,2020,2020,2021/08/17,2021/07/22,,,read,,,,1,0
19161852,The Fifth Season (The Broken Earth #1),N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.29,Orbit,Paperback,468,2015,2015,2021/08/17,2021/08/17,,,read,,,,1,0
42846882,"The Girl Who Lived Twice (Millennium, #6)",David Lagercrantz,"Lagercrantz, David",George Goulding,"=""0857056360""","=""9780857056368""",4,3.76, MacLehose Press,Hardcover,368,2019,2019,2021/07/28,2021/07/18,,,read,,,,1,0
55782435,The Book of Accidents,Chuck Wendig,"Wendig, Chuck",,"=""0399182136""","=""9780399182136""",5,3.71,Del Rey,Hardcover,530,2021,2021,2021/07/23,2021/07/18,,,read,,,,1,0
55829194,The Final Girl Support Group,Grady Hendrix,"Hendrix, Grady",,"=""059320123X""","=""9780593201237""",4,3.50,Berkley,Hardcover,352,2021,2021,2021/07/18,2021/05/25,,,read,,,,1,0
55628983,Survive the Night,Riley Sager,"Sager, Riley",,"=""0593183169""","=""9780593183168""",4,3.52,Dutton,Hardcover,336,2021,2021,2021/07/13,2021/05/25,,,read,,,,1,0
57867342,Stories of Predation: 60 Years of Watching Wildlife,Dick Dekker,"Dekker, Dick",,"=""0888394357""","=""9780888394354""",5,4.50,Hancock House Publishers,Paperback,240,2021,,2021/07/08,2021/07/07,,,read,,,,1,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",5,4.37,Tor Books,Kindle Edition,394,2020,2020,2021/07/07,2021/05/19,,,read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",5,4.50,Ballantine Books,Hardcover,496,2021,2021,2021/06/09,2021/06/09,,,read,,,,1,0
4340672,The Algal Bowl: Overfertilization of the World's Freshwaters and Estuaries,David W. Schindler,"Schindler, David W.",John R. Vallentyne,"=""0888644841""","=""9780888644848""",4,4.07,University of Alberta Press,Paperback,348,2021,2004,2021/05/31,2021/04/28,,,read,,,,1,0
50833559,Home Before Dark,Riley Sager,"Sager, Riley",,"=""1524745170""","=""9781524745172""",5,4.05,Dutton Books,Hardcover,389,2020,2020,2020/09/27,2020/05/27,,,read,,,,1,0
53916142,A Life on Our Planet: My Witness Statement and a Vision for the Future,David Attenborough,"Attenborough, David",,"=""1538719983""","=""9781538719985""",4,4.50,Grand Central Publishing,Hardcover,272,2020,2020,2021/03/18,2021/03/18,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",4,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,2021/05/07,2021/05/03,,,read,,,,1,0
54737068,Local Woman Missing,Mary Kubica,"Kubica, Mary",,"=""0778389448""","=""9780778389446""",0,4.12,Park Row,Hardcover,356,2021,2021,,2021/05/25,to-read,to-read (#146),to-read,,,,0,0
38197382,I Am Not Your Final Girl,Claire C. Holland,"Holland, Claire C.",,"=""""","=""""",0,3.70,GlassPoet Press,Kindle Edition,91,2018,2018,,2021/05/25,to-read,to-read (#145),to-read,,,,0,0
44678031,Yearbook,Seth Rogen,"Rogen, Seth",,"=""1984825402""","=""9781984825407""",5,4.16,Crown,Hardcover,260,2021,2021,2021/05/25,2021/05/24,,,read,,,,1,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",0,3.86,Penguin Books,Kindle Edition,382,2020,2020,,2021/05/19,to-read,to-read (#144),to-read,,,,0,0
53288434,The Lost Apothecary,Sarah Penner,"Penner, Sarah",,"=""0778311015""","=""9780778311010""",0,3.76,Park Row,Hardcover,301,2021,2021,,2021/05/19,to-read,to-read (#143),to-read,,,,0,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",5,4.31,Bloomsbury Publishing,Hardcover,352,2011,2011,2021/05/07,2021/04/29,,,read,,,,1,0
29850025,The Cold Flame,Joan Aiken,"Aiken, Joan",,"=""""","=""""",0,3.44,Tor.com,ebook,15,2016,,,2021/05/03,to-read,to-read (#142),to-read,,,,0,0
399503,The Telltale Lilac Bush and Other West Virginia Ghost Tales,Ruth Ann Musick,"Musick, Ruth Ann",,"=""0813101360""","=""9780813101361""",5,4.16,University Press of Kentucky,Paperback,189,1965,1965,2021/04/28,2020/11/19,,,read,,,,1,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",5,3.98,Viking,Hardcover,288,2020,2020,2021/04/28,2020/12/14,,,read,,,,1,0
35820369,The Rise and Fall of the Dinosaurs: A New History of a Lost World,Steve Brusatte,"Brusatte, Steve",,"=""0062490427""","=""9780062490421""",5,4.21,Mariner Books,Hardcover,404,2018,2018,2021/04/26,2021/02/21,,,read,,,,1,0
49107539,The Butterfly Effect: Insects and the Making of the Modern World,Edward D. Melillo,"Melillo, Edward D.",,"=""1524733210""","=""9781524733216""",5,3.69,Knopf,Hardcover,272,2020,2020,2021/04/26,2021/02/21,,,read,,,,1,0
1534813,"The Buffalo Wolf: Predators, Prey and the Politics of Nature",Lu Carbyn,"Carbyn, Lu",,"=""1588341534""","=""9781588341532""",5,4.00,Smithsonian Books,Hardcover,247,2003,2003,2021/04/26,2021/03/29,,,read,,,,1,0
1976298,Coppermine Journey: An Account of Great Adventure Selected from the Journals of Samuel Hearne,Farley Mowat,"Mowat, Farley",,"=""0771066902""","=""9780771066900""",5,3.93,McClelland & Stewart,Mass Market Paperback,162,1990,1990,2021/04/18,2021/04/18,,,read,,,,1,0
48637750,Vesper Flights,Helen Macdonald,"Macdonald, Helen",,"=""0802128815""","=""9780802128812""",0,4.09,Grove Press,Hardcover,304,2020,2020,,2021/04/15,to-read,to-read (#141),to-read,,,,0,0
50887097,"Why Fish Don’t Exist: A Story of Loss, Love, and the Hidden Order of Life",Lulu Miller,"Miller, Lulu",,"=""""","=""""",0,4.14,Simon & Schuster,Hardcover,225,2020,2020,,2021/04/15,to-read,to-read (#140),to-read,,,,0,0
52117860,The Future We Choose: Surviving the Climate Crisis,Christiana Figueres,"Figueres, Christiana",Tom Rivett-Carnac,"=""0525658351""","=""9780525658351""",0,4.05,Knopf Publishing Group,Hardcover,210,2020,2020,,2021/04/15,to-read,to-read (#139),to-read,,,,0,0
45885644,The Sun Down Motel,Simone St. James,"James, Simone St.",,"=""0440000173""","=""9780440000174""",0,4.00,Berkley,Hardcover,327,2020,2020,,2021/04/15,to-read,to-read (#138),to-read,,,,0,0
15999614,"Writing Science in Plain English (Chicago Guides to Writing, Editing, and Publishing)",Anne E. Greene,"Greene, Anne E.",,"=""022602637X""","=""9780226026374""",4,4.07,University of Chicago Press,Paperback,136,2013,2013,2021/04/15,2021/02/01,,,read,,,,1,0
20590682,"National Geographic Complete Birds of North America, 2nd Edition: Now Covering More Than 1,000 Species With the Most-Detailed Information Found in a Single Volume",Jonathan Alderfer,"Alderfer, Jonathan",,"=""1426213735""","=""9781426213731""",5,4.55,National Geographic,Hardcover,744,2014,2005,2016/05/22,2016/05/22,,,read,,,,1,0
52668915,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",Merlin Sheldrake,"Sheldrake, Merlin",,"=""0525510311""","=""9780525510314""",5,4.33,Random House,Hardcover,352,2020,2020,2021/03/29,2021/02/21,,,read,,,,1,0
11901,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,"Rice, Anne",,"=""0099471426""","=""9780099471424""",3,4.10,Arrow,Paperback,1216,2004,1990,2021/02/20,2021/02/01,,,read,,,,1,0
30037790,The Man Who Shot Out My Eye Is Dead,Chanelle Benz,"Benz, Chanelle",,"=""0062490753""","=""9780062490759""",0,3.48,Ecco,Hardcover,240,2017,2017,,2021/02/22,to-read,to-read (#137),to-read,,,,0,0
54262549,"Midlife Ghost Hunter (Forty Proof, #4)",Shannon Mayer,"Mayer, Shannon",,"=""1987933680""","=""9781987933680""",0,4.56,Hijinks Ink Publishing,Kindle Edition,253,2020,2020,,2021/02/22,to-read,to-read (#136),to-read,,,,0,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,"=""1524763187""","=""9781524763183""",3,4.32,Crown,Kindle Edition,768,2020,2020,2021/02/01,2020/12/27,,,read,,,,1,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",0,4.00,Doubleday,Hardcover,506,2011,2011,,2021/02/01,,,read,,,,1,0
25330145,Learning to Die in the Anthropocene: Reflections on the End of a Civilization,Roy Scranton,"Scranton, Roy",,"=""0872866696""","=""9780872866690""",0,3.75,City Lights Publishers,Paperback,142,2015,2015,,2021/01/21,to-read,to-read (#135),to-read,,,,0,0
7799004,Merchants of Doubt: How a Handful of Scientists Obscured the Truth on Issues from Tobacco Smoke to Global Warming,Naomi Oreskes,"Oreskes, Naomi",Erik M. Conway,"=""1596916109""","=""9781596916104""",0,4.17,Bloomsbury Press,Hardcover,274,2010,2010,,2021/01/21,to-read,to-read (#134),to-read,,,,0,0
51196859,How to Pronounce Knife: Stories,Souvankham Thammavongsa,"Thammavongsa, Souvankham",,"=""""","=""""",0,3.83,"Little, Brown and Company",Hardcover,192,2020,2020,,2021/01/20,to-read,to-read (#133),to-read,,,,0,0
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",0,4.23,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,,2021/01/20,to-read,to-read (#132),to-read,,,,0,0
43821569,On Fire: The Case for the Green New Deal,Naomi Klein,"Klein, Naomi",Rebecca Lowman,"=""1508296359""","=""9781508296355""",0,4.17,Simon & Schuster Audio,Audible Audio,11,2019,2019,2021/01/19,2021/01/14,,,read,,,,1,0
44639211,Bush Runner: The Adventures of Pierre-Esprit Radisson,Mark Bourrie,"Bourrie, Mark",,"=""1771962372""","=""9781771962377""",5,3.89,Biblioasis,Paperback,320,2019,,2021/01/14,2020/12/23,,,read,,,,1,0
8303977,The Sound of a Wild Snail Eating,Elisabeth Tova Bailey,"Bailey, Elisabeth Tova",,"=""1565126068""","=""9781565126060""",5,4.15,Algonquin Books,Hardcover,208,2010,2010,2021/01/01,2019/06/26,,,read,"This is my new favourite book... I highly recommend this book to anyone who studies ecology or who simply enjoys nature. Not only did the little snail in the book put a smile on my face, but the prose was so wonderfully written that I just couldn’t put this book down... <br/><br/>I definitely finished the book way too fast and I already know I’m going to pick it up again soon to reread certain sections. ",,,1,0
53231994,"All We Can Save: Truth, Courage, and Solutions for the Climate Crisis",Ayana Elizabeth Johnson,"Johnson, Ayana Elizabeth",Katharine K. Wilkinson,"=""0593237064""","=""9780593237069""",5,4.42,One World,Hardcover,419,2020,2020,2021/01/03,2020/12/27,,,read,,,,1,0
153268,Biophilia,Edward O. Wilson,"Wilson, Edward O.",,"=""0674074424""","=""9780674074422""",0,4.28,Harvard University Press,Paperback,157,1984,1984,,2021/01/03,to-read,to-read (#131),to-read,,,,0,0
51933429,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",0,3.80,William Morrow,Hardcover,330,2020,2020,,2021/01/02,to-read,to-read (#130),to-read,,,,0,0
40670312,The One,John Marrs,"Marrs, John",,"=""""","=""""",0,4.09,Hanover Square Press,ebook,418,2018,2016,,2021/01/02,to-read,to-read (#129),to-read,,,,0,0
35187180,The Death and Life of the Great Lakes,Dan Egan,"Egan, Dan",,"=""0393355551""","=""9780393355550""",0,4.34,W. W. Norton & Company,Paperback,364,2018,2017,,2020/12/27,to-read,to-read (#128),to-read,,,,0,0
7085440,The Whale: In Search of the Giants of the Sea,Philip Hoare,"Hoare, Philip",,"=""0061976210""","=""9780061976216""",0,3.93,Ecco,Hardcover,464,2010,2008,,2020/12/27,to-read,to-read (#127),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.34,Vintage,Paperback,512,2015,2011,,2020/12/27,,,read,,,,1,0
27333,Silent Spring,Rachel Carson,"Carson, Rachel",,"=""0618249060""","=""9780618249060""",0,4.06,Mariner Books,Paperback,378,2002,1962,,2020/12/27,,,read,,,,1,0
12627411,Horseshoe Crabs and Velvet Worms: The Story of the Animals and Plants That Time Has Left Behind,Richard Fortey,"Fortey, Richard",,"=""0307263614""","=""9780307263612""",0,3.87,Knopf,Hardcover,332,2012,2011,,2020/12/27,to-read,to-read (#126),to-read,,,,0,0
64895,Cod: A Biography of the Fish that Changed the World,Mark Kurlansky,"Kurlansky, Mark",,"=""0099268701""","=""9780099268703""",0,3.92,Vintage/Ebury,Paperback,294,1999,1997,,2020/12/27,to-read,to-read (#125),to-read,,,,0,0
1027910,Life on Earth,David Attenborough,"Attenborough, David",,"=""0316057452""","=""9780316057455""",0,4.46,"Little, Brown, and Company",Hardcover,319,1979,1979,,2020/12/27,to-read,to-read (#124),to-read,,,,0,0
36475,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,"Gould, Stephen Jay",,"=""039330700X""","=""9780393307009""",0,4.14,W. W. Norton & Company,Paperback,352,1990,1989,,2020/12/27,to-read,to-read (#123),to-read,,,,0,0
34837005,The Lost Words,Robert Macfarlane,"Macfarlane, Robert",Jackie Morris,"=""0241253586""","=""9780241253588""",0,4.48,Hamish Hamilton,Hardcover,112,2017,2017,,2020/12/23,to-read,to-read (#122),to-read,,,,0,0
11297431,Old Fourlegs,J.L.B. Smith,"Smith, J.L.B.",,"=""""","=""""",0,4.15,Longmans Green & Co,Paperback,284,1956,1956,,2020/12/23,to-read,to-read (#121),to-read,,,,0,0
25733983,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""1101874937""","=""9781101874936""",0,3.98,Knopf,Hardcover,290,2016,2016,,2020/12/15,to-read,to-read (#120),to-read,,,,0,0
10093081,"Kraken: The Curious, Exciting, and Slightly Disturbing Science of Squid",Wendy   Williams,"Williams, Wendy",,"=""0810984652""","=""9780810984653""",0,3.80,Abrams Image,Hardcover,223,2011,2011,,2020/12/15,to-read,to-read (#119),to-read,,,,0,0
41015038,My Best Friend's Exorcism,Grady Hendrix,"Hendrix, Grady",,"=""""","=""""",5,3.92,Quirk Books,Kindle Edition,337,2016,2016,2020/12/14,2020/11/10,,,read,,,,1,0
17818531,The Quest for the Golden Trout: Environmental Loss and America’s Iconic Fish,Douglas M. Thompson,"Thompson, Douglas M.",,"=""161168319X""","=""9781611683196""",0,4.27,University Press of New England,Hardcover,324,2013,2013,,2020/12/03,to-read,to-read (#118),to-read,,,,0,0
539138,A Fish Caught in Time: The Search for the Coelacanth,Samantha Weinberg,"Weinberg, Samantha",,"=""0060932856""","=""9780060932855""",5,4.09,Harper Perennial,Paperback,220,2001,2001,2020/12/03,2020/11/30,,,read,,,,1,0
1898,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",5,4.26,Anchor Books,Paperback,368,1999,1997,2020/11/15,2019/06/26,,,read,,,,1,0
13129925,Horrorstör,Grady Hendrix,"Hendrix, Grady",,"=""1594745269""","=""9781594745263""",4,3.65,Quirk Books,Paperback,248,2014,2014,2020/11/13,2020/11/10,,,read,,,,1,0
51075400,Matty Matheson: Home Style Cookery: A Home Cookbook,Matty Matheson,"Matheson, Matty",,"=""1419747487""","=""9781419747489""",5,4.39,Abrams Books,Hardcover,368,2020,,2020/11/13,2020/11/13,,,read,,,,1,0
49247242,Ring Shout,P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250767024""","=""9781250767028""",5,3.95,Tordotcom,Hardcover,185,2020,2020,2020/11/09,2020/10/26,,,read,,,,1,0
44077284,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,"Hendrix, Grady",,"=""1683691431""","=""9781683691433""",5,3.79,Quirk Books,Hardcover,404,2020,2020,2020/11/09,2020/10/26,,,read,,,,1,0
17890839,"Clearing the Plains: Disease, Politics of Starvation, and the Loss of Aboriginal Life (CPS)",James Daschuk,"Daschuk, James",Elizabeth A. Fenn,"=""0889772967""","=""9780889772960""",5,4.30,University of Regina Press,Hardcover,340,2013,2013,2020/10/26,2020/09/27,,,read,,,,1,0
210404,A Sand County Almanac and Sketches Here and There,Aldo Leopold,"Leopold, Aldo",Charles W. Schwartz,"=""0195007778""","=""9780195007770""",5,4.31,"Oxford University Press, U.S.A.",Paperback,269,1968,1949,2020/10/26,2019/02/12,,,read,,,,1,0
41940236,The Whisper Man,Alex North,"North, Alex",,"=""1250317991""","=""9781250317995""",3,4.01,Celadon Books,Hardcover,355,2019,2019,2020/09/27,2020/07/27,,,read,,,,1,0
52096761,The Twenty-Ninth Day,Alex Messenger,"Messenger, Alex",,"=""1982583339""","=""9781982583330""",5,4.06,Blackstone Publishing,Hardcover,272,2019,2019,2020/08/30,2020/08/18,,,read,,,,1,0
52894157,Epic Solitude: A Story of Survival and a Quest for Meaning in the Far North,Katherine  Keith,"Keith, Katherine",,"=""1538557045""","=""9781538557044""",0,3.86,Blackstone Publishing,Hardcover,280,2020,2020,,2020/08/18,to-read,to-read (#117),to-read,,,,0,0
51044396,"If I Live Until Morning: A True Story of Adventure, Tragedy and Transformation",Jean Muenchrath,"Muenchrath, Jean",,"=""069295581X""","=""9780692955819""",0,3.94,Vajrasky Books,Paperback,274,2020,2018,,2020/08/18,to-read,to-read (#116),to-read,,,,0,0
53287484,"Midnight Sun (The Twilight Saga, #5)",Stephenie Meyer,"Meyer, Stephenie",,"=""031670704X""","=""9780316707046""",4,3.75,"Little, Brown Books for Young Readers",Hardcover,662,2020,2020,2020/08/18,2020/08/17,,,read,,,,1,0
45754167,If It Bleeds (Holly Gibney #2),Stephen        King,"King, Stephen",,"=""""","=""""",5,3.97,Hodder & Stoughton,Paperback,447,2020,2020,2020/07/27,2020/07/27,,,read,,,,1,0
546725,The Song of the Dodo: Island Biogeography in an Age of Extinction,David Quammen,"Quammen, David",,"=""0684827123""","=""9780684827124""",5,4.29,Scribner,Paperback,702,1997,1996,2020/06/23,2020/05/25,,,read,,,,1,0
41093488,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",5,3.85,Gallery / Saga Press,Paperback,224,2019,2019,2020/06/23,2020/05/27,,,read,,,,1,0
45186585,Miracle Creek,Angie  Kim,"Kim, Angie",,"=""1250251303""","=""9781250251305""",0,3.87,Picador,Paperback,354,2020,2019,,2020/05/27,to-read,to-read (#115),to-read,,,,0,0
50608676,"Black Leopard, Red Wolf (The Dark Star Trilogy, #1)",Marlon James,"James, Marlon",,"=""0735220182""","=""9780735220188""",0,3.45,Riverhead Books,Paperback,640,2020,2019,,2020/05/27,to-read,to-read (#114),to-read,,,,0,0
25189315,Smoke Gets in Your Eyes & Other Lessons from the Crematory,Caitlin Doughty,"Doughty, Caitlin",,"=""0393351904""","=""9780393351903""",5,4.22,W. W. Norton & Company,Paperback,254,2015,2014,2020/05/25,2020/05/21,,,read,,,,1,0
9293020,The Elephant Tree,R.D. Ronald,"Ronald, R.D.",,"=""1848764561""","=""9781848764569""",0,3.90,Matador,Paperback,252,2010,2010,,2020/03/01,to-read,to-read (#113),to-read,,,,0,0
21686,Shutter Island,Dennis Lehane,"Lehane, Dennis",,"=""038073186X""","=""9780380731862""",0,4.13,HarperTorch,Mass Market Paperback,369,2004,2003,,2020/03/01,to-read,to-read (#112),to-read,,,,0,0
29437949,Behind Closed Doors,B.A. Paris,"Paris, B.A.",,"=""1250121000""","=""9781250121004""",0,3.97,St. Martin's Press,Hardcover,293,2016,2016,,2020/03/01,to-read,to-read (#111),to-read,,,,0,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",5,4.07,Penguin Press,Hardcover,338,2017,2017,2020/02/29,2018/01/11,,,read,,,,1,0
42975172,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.20,Nan A. Talese,Hardcover,422,2019,2019,2020/01/19,2019/12/18,,,read,,,,2,0
34563821,Disappearing Earth,Julia  Phillips,"Phillips, Julia",,"=""""","=""""",0,3.83,Knopf,Hardcover,312,2019,2019,,2019/12/08,to-read,to-read (#110),to-read,,,,0,0
43671672,Beyond the Trees: A Journey Alone Across Canada's Arctic,Adam Shoalts,"Shoalts, Adam",,"=""0735236836""","=""9780735236837""",0,3.97,Allen Lane,Hardcover,288,2019,2019,2019/12/08,2019/10/09,,,read,,,,1,0
11563,Danse Macabre,Stephen        King,"King, Stephen",,"=""042518160X""","=""9780425181607""",0,3.67,Berkley ,Paperback,400,2001,1981,2019/12/08,2019/10/16,,,read,,,,1,0
42745610,Faunes,Christiane Vadnais,"Vadnais, Christiane",,"=""2896944001""","=""9782896944002""",4,3.37,Alto,Paperback,144,2018,2018,2019/10/17,2019/10/16,,,read,,,,1,0
43798285,The Institute,Stephen        King,"King, Stephen",,"=""""","=""""",5,4.20,Scribner,Hardcover,561,2019,2019,2019/10/16,2019/10/08,,,read,,,,1,0
1677996,Late Nights on Air,Elizabeth Hay,"Hay, Elizabeth",,"=""0771038119""","=""9780771038112""",0,3.58,McClelland & Stewart,Hardcover,364,2007,2007,2019/10/09,2019/09/15,,,read,,,,1,0
13526165,"Where'd You Go, Bernadette",Maria Semple,"Semple, Maria",,"=""0316204277""","=""9780316204279""",5,3.87,"Little, Brown and Company",Hardcover,330,2012,2012,2019/09/15,2019/09/10,,,read,,,,1,0
38240386,An Unwanted Guest,Shari Lapena,"Lapena, Shari",,"=""0525557628""","=""9780525557623""",0,3.75,Pamela Dorman Books,Hardcover,352,2018,2018,,2019/09/11,to-read,to-read (#109),to-read,,,,0,0
43982433,Someone We Know,Shari Lapena,"Lapena, Shari",,"=""0525557652""","=""9780525557654""",5,3.91,Pamela Dorman Books,Hardcover,292,2019,2019,2019/09/11,2019/08/21,,,read,,,,1,0
40858227,Humans: A Brief History of How We F*cked It All Up,Tom   Phillips,"Phillips, Tom",,"=""1472259033""","=""9781472259035""",5,3.99,Wildfire,Kindle Edition,238,2018,2018,2019/09/05,2019/08/21,,,read,,,,1,0
42654248,The Possession (The Anomaly Files #2),Michael Rutger,"Rutger, Michael",Michael Marshall,"=""1538761890""","=""9781538761892""",4,3.32,Grand Central Publishing,Kindle Edition,384,2019,2019,2019/08/08,2019/07/30,,,read,,,,1,0
40044460,Split Tooth,Tanya Tagaq,"Tagaq, Tanya",,"=""0143198041""","=""9780143198048""",5,3.89,Viking,Kindle Edition,202,2018,2018,2019/07/30,2019/06/20,,,read,,,,1,0
36342156,"The Anomaly (The Anomaly Files, #1)",Michael Rutger,"Rutger, Michael",,"=""1538761858""","=""9781538761854""",4,3.78,Grand Central Publishing,Hardcover,352,2018,2018,2019/07/30,2019/07/17,,,read,,,,1,0
42368604,Lock Every Door,Riley Sager,"Sager, Riley",,"=""1524745146""","=""9781524745141""",5,3.89,Dutton,Hardcover,368,2019,2019,2019/07/16,2019/06/17,,,read,,,,1,0
17465709,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""1571313354""","=""9781571313355""",5,4.51,Milkweed Editions,Hardcover,408,2013,2013,2019/07/10,2019/06/20,,,read,,,,1,0
13839,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,"Pollan, Michael",,"=""0375760393""","=""9780375760396""",0,4.06,Random House Trade Paperbacks,Paperback,297,2002,2001,,2019/06/26,to-read,to-read (#108),to-read,,,,0,0
41081925,I'll Never Tell,Catherine McKenzie,"McKenzie, Catherine",,"=""1542040353""","=""9781542040358""",5,3.73,Lake Union Publishing,Hardcover,355,2019,2019,2019/06/24,2019/06/17,,,read,,,,1,0
